Date,Open,High,Low,Close,Adj Close,Volume
500,9451864.0,9453426.0,9446513.0,9452974.0,9452974.0,1.0
501,9447529.0,9448882.0,9439373.0,9449672.0,9449672.0,1.0
504,9449557.0,9451049.0,9435000.0,9446251.0,9446251.0,1.0
505,9445250.0,9449535.0,9443659.0,9444458.0,9444458.0,1.0
506,9448600.0,9450000.0,9435000.0,9447000.0,9447000.0,1.0
507,9447100.0,9447752.0,9432500.0,9444652.0,9444652.0,1.0
508,9450000.0,9452199.0,9443000.0,9444100.0,9444100.0,1.0
510,9443000.0,9444958.0,9435000.0,9444439.0,9444439.0,1.0
510,9443000.0,9443000.0,9421167.0,9436369.0,9436369.0,1.0
511,9436957.0,9451000.0,9435857.0,9446659.0,9446659.0,1.0
512,9445244.0,9446000.0,9435000.0,9445250.0,9445250.0,1.0
513,9439000.0,9443000.0,9423452.0,9430362.0,9430362.0,1.0
513,9432000.0,9440000.0,9415000.0,9426548.0,9426548.0,1.0
514,9426548.0,9430972.0,9416000.0,9425000.0,9425000.0,1.0
517,9431000.0,9440000.0,9415000.0,9426000.0,9426000.0,1.0
518,9432000.0,9443000.0,9421000.0,9426000.0,9426000.0,1.0
519,9436000.0,9443000.0,9421000.0,9436000.0,9436000.0,1.0
520,9436000.0,9436000.0,9411264.0,9419528.0,9419528.0,1.0
523,9420169.0,9431000.0,9405276.0,9429099.0,9429099.0,1.0
524,9435000.0,9448000.0,9434000.0,9443630.0,9443630.0,1.0
525,9436000.0,9440000.0,9420529.0,9436349.0,9436349.0,1.0
526,9439000.0,9448000.0,9439000.0,9443500.0,9443500.0,1.0
530,9445000.0,9459000.0,9430000.0,9459000.0,9459000.0,1.0
531,9463000.0,9466000.0,9403841.0,9418155.0,9418155.0,1.0
532,9418000.0,9452000.0,9415000.0,9443500.0,9443500.0,1.0
533,9443500.0,9444500.0,9400600.0,9426029.0,9426029.0,1.0
534,9436000.0,9443000.0,9416000.0,9424000.0,9424000.0,1.0
535,9390000.0,9402000.0,9371000.0,9392400.0,9392400.0,1.0
538,9394000.0,9436000.0,9393000.0,9416359.0,9416359.0,1.0
539,9378600.0,9393500.0,9369000.0,9388891.0,9388891.0,1.0
540,9383900.0,9389000.0,9363500.0,9372800.0,9372800.0,1.0
541,9379900.0,9393900.0,9373000.0,9386200.0,9386200.0,1.0
542,9388000.0,9403400.0,9379800.0,9392400.0,9392400.0,1.0
543,9393100.0,9402200.0,9372700.0,9401100.0,9401100.0,1.0
544,9410000.0,9411600.0,9398600.0,9403450.0,9403450.0,1.0
545,9391500.0,9416000.0,9387700.0,9411100.0,9411100.0,1.0
546,9410300.0,9432000.0,9402700.0,9416200.0,9416200.0,1.0
547,9432000.0,9450000.0,9425700.0,9445100.0,9445100.0,1.0
547,9443000.0,9447000.0,9421100.0,9434900.0,9434900.0,1.0
548,9441400.0,9442700.0,9414500.0,9426700.0,9426700.0,1.0
549,9436300.0,9436400.0,9404500.0,9427500.0,9427500.0,1.0
550,9436300.0,9438800.0,9418500.0,9435200.0,9435200.0,1.0
551,9426700.0,9430500.0,9404500.0,9423500.0,9423500.0,1.0
552,9423900.0,9427700.0,9400300.0,9402525.0,9402525.0,1.0
553,9410900.0,9415900.0,9394525.0,9410475.0,9410475.0,1.0
554,9390887.0,9398530.0,9371427.0,9396147.0,9396147.0,1.0
554,9406368.0,9416751.0,9399167.0,9414558.0,9414558.0,1.0
555,9421067.0,9430959.0,9416519.0,9424750.0,9424750.0,1.0
556,9432000.0,9441000.0,9425500.0,9436250.0,9436250.0,1.0
557,9435750.0,9452000.0,9436300.0,9448615.0,9448615.0,1.0
558,9445500.0,9452000.0,9442000.0,9445327.0,9445327.0,1.0
558,9444300.0,9450559.0,9435500.0,9446393.0,9446393.0,1.0
559,9446630.0,9447500.0,9437300.0,9441682.0,9441682.0,1.0
560,9444100.0,9444100.0,9422925.0,9430767.0,9430767.0,1.0
561,9439325.0,9439349.0,9415149.0,9426858.0,9426858.0,1.0
562,9426858.0,9433961.0,9423762.0,9431455.0,9431455.0,1.0
563,9431455.0,9436346.0,9420869.0,9426147.0,9426147.0,1.0
563,9430257.0,9440000.0,9421768.0,9436500.0,9436500.0,1.0
563,9440957.0,9452368.0,9440900.0,9444558.0,9444558.0,1.0
564,9446500.0,9448387.0,9437500.0,9448049.0,9448049.0,1.0
565,9448049.0,9448050.0,9432100.0,9436827.0,9436827.0,1.0
566,9435000.0,9438355.0,9426347.0,9430669.0,9430669.0,1.0
566,9430669.0,9432000.0,9410376.0,9416656.0,9416656.0,1.0
567,9417671.0,9423957.0,9412364.0,9415556.0,9415556.0,1.0
568,9415556.0,9416928.0,9406176.0,9413672.0,9413672.0,1.0
568,9410309.0,9411975.0,9392801.0,9410051.0,9410051.0,1.0
569,9401784.0,9402776.0,9391600.0,9395357.0,9395357.0,1.0
570,9395357.0,9395357.0,9371486.0,9378247.0,9378247.0,1.0
570,9378247.0,9378250.0,9370327.0,9373579.0,9373579.0,1.0
571,9373579.0,9374527.0,9365356.0,9368456.0,9368456.0,1.0
572,9368456.0,9372973.0,9358744.0,9367623.0,9367623.0,1.0
573,9367125.0,9380511.0,9359248.0,9379999.0,9379999.0,1.0
574,9383999.0,9384100.0,9355000.0,9364635.0,9364635.0,1.0
575,9364542.0,9382972.0,9358524.0,9378126.0,9378126.0,1.0
576,9378126.0,9387457.0,9371024.0,9377831.0,9377831.0,1.0
577,9375229.0,9403369.0,9375229.0,9400275.0,9400275.0,1.0
577,9410564.0,9415754.0,9393696.0,9414475.0,9414475.0,1.0
578,9415157.0,9415157.0,9393984.0,9403456.0,9403456.0,1.0
578,9412399.0,9412399.0,9394199.0,9410187.0,9410187.0,1.0
579,9418000.0,9431951.0,9407824.0,9425751.0,9425751.0,1.0
580,9427000.0,9431260.0,9404500.0,9429949.0,9429949.0,1.0
581,9430250.0,9450000.0,9430000.0,9446338.0,9446338.0,1.0
581,9450000.0,9462000.0,9444000.0,9444000.0,9444000.0,1.0
582,9444000.0,9462000.0,9444000.0,9459538.0,9459538.0,1.0
583,9458539.0,9458539.0,9430061.0,9443851.0,9443851.0,1.0
584,9439848.0,9442000.0,9421358.0,9431755.0,9431755.0,1.0
585,9436352.0,9440400.0,9413454.0,9436741.0,9436741.0,1.0
588,9432861.0,9432900.0,9378222.0,9418862.0,9418862.0,1.0
588,9415559.0,9421068.0,9402500.0,9415051.0,9415051.0,1.0
589,9397599.0,9407999.0,9393600.0,9403759.0,9403759.0,1.0
589,9395799.0,9406345.0,9390800.0,9401857.0,9401857.0,1.0
590,9396993.0,9416002.0,9393999.0,9415169.0,9415169.0,1.0
590,9415169.0,9420368.0,9414168.0,9415407.0,9415407.0,1.0
591,9416937.0,9420164.0,9401.0,9415407.0,9415407.0,1.0
591,9415407.0,9419558.0,9410787.0,9415024.0,9415024.0,1.0
591,9410280.0,9410663.0,9392873.0,9403556.0,9403556.0,1.0
591,9406937.0,9408954.0,9400567.0,9403076.0,9403076.0,1.0
592,9406159.0,9406160.0,9393500.0,9396651.0,9396651.0,1.0
593,9393600.0,9406939.0,9393500.0,9399679.0,9399679.0,1.0
594,9400000.0,9401448.0,9396830.0,9397720.0,9397720.0,1.0
595,9397795.0,9414000.0,9397729.0,9413374.0,9413374.0,1.0
595,9410667.0,9413188.0,9401768.0,9404559.0,9404559.0,1.0
596,9410875.0,9413374.0,9400375.0,9410374.0,9410374.0,1.0
596,9410374.0,9411754.0,9403778.0,9405272.0,9405272.0,1.0
597,9414574.0,9414699.0,9400963.0,9414603.0,9414603.0,1.0
597,9414603.0,9416698.0,9413094.0,9413886.0,9413886.0,1.0
598,9413886.0,9416772.0,9413886.0,9415652.0,9415652.0,1.0
598,9416169.0,9416513.0,9410743.0,9413574.0,9413574.0,1.0
599,9414281.0,9414875.0,9410573.0,9413376.0,9413376.0,1.0
599,9407698.0,9419671.0,9407592.0,9414324.0,9414324.0,1.0
599,9405167.0,9410884.0,9405129.0,9410884.0,9410884.0,1.0
599,9410884.0,9410891.0,9398584.0,9404608.0,9404608.0,1.0
599,9410586.0,9411938.0,9401136.0,9404853.0,9404853.0,1.0
599,9404853.0,9406174.0,9401136.0,9403886.0,9403886.0,1.0
600,9404491.0,9406278.0,9403288.0,9403954.0,9403954.0,1.0
600,9403954.0,9416158.0,9403954.0,9413622.0,9413622.0,1.0
600,9415587.0,9418758.0,9411675.0,9415335.0,9415335.0,1.0
600,9419583.0,9419883.0,9413332.0,9416382.0,9416382.0,1.0
600,9416382.0,9418354.0,9413332.0,9416582.0,9416582.0,1.0
600,9416582.0,9418354.0,9416582.0,9417821.0,9417821.0,1.0
600,9418137.0,9419186.0,9413455.0,9416883.0,9416883.0,1.0
600,9417298.0,9419875.0,9413366.0,9419374.0,9419374.0,1.0
600,9419913.0,9421040.0,9412366.0,9417514.0,9417514.0,1.0
600,9417534.0,9418528.0,9413169.0,9414373.0,9414373.0,1.0
600,9414373.0,9414638.0,9405374.0,9410851.0,9410851.0,1.0
600,9404557.0,9410863.0,9394636.0,9410581.0,9410581.0,1.0
600,9402957.0,9410000.0,9396603.0,9397854.0,9397854.0,1.0
600,9395585.0,9416155.0,9394499.0,9411528.0,9411528.0,1.0
600,9411528.0,9413035.0,9402187.0,9407379.0,9407379.0,1.0
600,9411131.0,9414172.0,9405057.0,9414161.0,9414161.0,1.0
600,9406359.0,9410479.0,9396336.0,9410179.0,9410179.0,1.0
600,9410179.0,9410857.0,9395866.0,9402768.0,9402768.0,1.0
600,9411176.0,94112.0,9395866.0,9402768.0,9402768.0,1.0
600,9412016.0,9417747.0,9410363.0,9411121.0,9411121.0,1.0
600,9405593.0,9416454.0,9402858.0,9416451.0,9416451.0,1.0
600,9416451.0,9420386.0,9415149.0,9415965.0,9415965.0,1.0
600,9415965.0,9417578.0,9406859.0,9414687.0,9414687.0,1.0
600,9414687.0,9414690.0,9407396.0,9410579.0,9410579.0,1.0
600,9410579.0,9410677.0,9401576.0,9406485.0,9406485.0,1.0
600,9409455.0,9410677.0,9394576.0,9410562.0,9410562.0,1.0
600,9410562.0,9410668.0,9401573.0,9403456.0,9403456.0,1.0
600,9395884.0,9403658.0,9391800.0,9395488.0,9395488.0,1.0
600,9395488.0,9398697.0,9392000.0,9392873.0,9392873.0,1.0
600,9393228.0,9396100.0,9389533.0,9395474.0,9395474.0,1.0
600,9395474.0,9396428.0,9392072.0,9393459.0,9393459.0,1.0
600,9393459.0,9396187.0,9390693.0,9395381.0,9395381.0,1.0
600,9395381.0,9396196.0,9389531.0,9396191.0,9396191.0,1.0
600,9396528.0,9396914.0,9390891.0,9395778.0,9395778.0,1.0
600,9395778.0,9395922.0,9393356.0,9393987.0,9393987.0,1.0
600,9394271.0,9398501.0,9389500.0,9397153.0,9397153.0,1.0
600,9397749.0,9401358.0,9393298.0,9396180.0,9396180.0,1.0
600,9396859.0,9397667.0,9382272.0,9385593.0,9385593.0,1.0
600,9390556.0,9398486.0,9390401.0,9396476.0,9396476.0,1.0
600,9397569.0,9397797.0,9392172.0,9395574.0,9395574.0,1.0
600,9395999.0,9396100.0,9393200.0,9393999.0,9393999.0,1.0
600,9394423.0,9395000.0,9390400.0,9393085.0,9393085.0,1.0
600,9382100.0,9383500.0,9369024.0,9371351.0,9371351.0,1.0
600,9365575.0,9370699.0,9359057.0,9367879.0,9367879.0,1.0
600,9367821.0,9368473.0,9360137.0,9363834.0,9363834.0,1.0
600,9362438.0,9366135.0,9359547.0,9365002.0,9365002.0,1.0
600,9368400.0,9373251.0,9364631.0,9365274.0,9365274.0,1.0
600,9369099.0,9370400.0,9359132.0,9366752.0,9366752.0,1.0
600,9365400.0,9365500.0,9353100.0,9355851.0,9355851.0,1.0
600,9355800.0,9356800.0,9348300.0,9352600.0,9352600.0,1.0
600,9354300.0,9354400.0,9331698.0,9343549.0,9343549.0,1.0
600,9343900.0,9343900.0,9325364.0,9329644.0,9329644.0,1.0
600,9326131.0,9331150.0,9300668.0,9310864.0,9310864.0,1.0
600,9303270.0,9310374.0,9273326.0,9275127.0,9275127.0,1.0
600,9290465.0,9298576.0,9284529.0,9286038.0,9286038.0,1.0
600,9286158.0,9286270.0,9257309.0,9263934.0,9263934.0,1.0
600,9267457.0,9272674.0,9257534.0,9265524.0,9265524.0,1.0
600,9265524.0,9272721.0,9260368.0,9265129.0,9265129.0,1.0
600,9265129.0,9272721.0,9255130.0,9267539.0,9267539.0,1.0
600,9267539.0,9273850.0,9261039.0,9267616.0,9267616.0,1.0
600,9262434.0,9267799.0,9254330.0,9255137.0,9255137.0,1.0
600,9255428.0,9255428.0,9211267.0,9227466.0,9227466.0,1.0
600,9227466.0,9232961.0,9196349.0,9227455.0,9227455.0,1.0
600,9227455.0,9243049.0,9227455.0,9239974.0,9239974.0,1.0
600,9247317.0,9247428.0,9233363.0,9244652.0,9244652.0,1.0
600,9244652.0,9245000.0,9235351.0,9242963.0,9242963.0,1.0
600,9237859.0,9243252.0,9235639.0,9237845.0,9237845.0,1.0
600,9237845.0,9243252.0,9236357.0,9238319.0,9238319.0,1.0
600,9244639.0,9254268.0,9238325.0,9247521.0,9247521.0,1.0
600,9247521.0,9250375.0,9234549.0,9245109.0,9245109.0,1.0
600,9245109.0,9246332.0,9235458.0,9239839.0,9239839.0,1.0
600,9236438.0,9244128.0,9234639.0,9242557.0,9242557.0,1.0
600,9242557.0,9243541.0,9234444.0,9235673.0,9235673.0,1.0
600,9236357.0,9240934.0,9235634.0,9236444.0,9236444.0,1.0
600,9237000.0,9241300.0,9233000.0,9236243.0,9236243.0,1.0
600,9236243.0,9241239.0,9234627.0,9237328.0,9237328.0,1.0
600,9244631.0,9255761.0,9244598.0,9254138.0,9254138.0,1.0
600,9254138.0,9254149.0,9235661.0,9252371.0,9252371.0,1.0
600,9252371.0,9253138.0,9249119.0,9251244.0,9251244.0,1.0
600,9251244.0,9251411.0,9231263.0,9242767.0,9242767.0,1.0
600,9232759.0,9237526.0,9223367.0,9235549.0,9235549.0,1.0
600,9235549.0,9241135.0,9234934.0,9236527.0,9236527.0,1.0
600,9237431.0,9241358.0,9237431.0,9239583.0,9239583.0,1.0
600,9244300.0,9244600.0,9233500.0,9242750.0,9242750.0,1.0
600,9244000.0,9245748.0,9235500.0,9245438.0,9245438.0,1.0
600,9245438.0,9252761.0,9244533.0,9245277.0,9245277.0,1.0
600,9245277.0,9246521.0,9235951.0,9244571.0,9244571.0,1.0
600,9244571.0,9244699.0,9235519.0,9241257.0,9241257.0,1.0
600,9243484.0,9245000.0,9239339.0,9242572.0,9242572.0,1.0
600,9242572.0,9242639.0,9240417.0,9241652.0,9241652.0,1.0
600,9241652.0,9242500.0,9232363.0,9234145.0,9234145.0,1.0
600,9233139.0,9236039.0,9232363.0,9235714.0,9235714.0,1.0
600,9235714.0,9236514.0,9231156.0,9235474.0,9235474.0,1.0
600,9235474.0,9239737.0,9235000.0,9235822.0,9235822.0,1.0
600,9235822.0,9239639.0,9235822.0,9236734.0,9236734.0,1.0
600,9236734.0,9237832.0,9235363.0,9237039.0,9237039.0,1.0
600,9237039.0,9237662.0,9234537.0,9235418.0,9235418.0,1.0
600,9235418.0,9240779.0,9234234.0,9235500.0,9235500.0,1.0
600,9235500.0,9235500.0,9195473.0,9211674.0,9211674.0,2.0
600,9211674.0,9218765.0,9196536.0,9211964.0,9211964.0,2.0
600,9211964.0,9218734.0,9200387.0,9210561.0,9210561.0,1.0
600,9210561.0,9211128.0,9185679.0,9210284.0,9210284.0,1.0
600,9202134.0,9202850.0,9155468.0,9160863.0,9160863.0,2.0
600,9164330.0,9165421.0,9124564.0,9136754.0,9136754.0,2.0
600,9136754.0,9141000.0,9101656.0,9110573.0,9110573.0,1.0
600,9110573.0,9117423.0,9100077.0,9108641.0,9108641.0,1.0
600,9110573.0,9117423.0,9100077.0,9111094.0,9111094.0,1.0
600,9102500.0,9116757.0,9091000.0,9106881.0,9106881.0,1.0
600,9095586.0,9096197.0,9061231.0,9065829.0,9065829.0,1.0
600,9065122.0,9083972.0,9057839.0,9074721.0,9074721.0,1.0
600,9065245.0,9077984.0,9059120.0,9066339.0,9066339.0,1.0
600,9052347.0,9052750.0,8980301.0,8987611.0,8987611.0,1.0
600,8988478.0,8997294.0,8973929.0,8974998.0,8974998.0,1.0
600,8982923.0,8990000.0,8965000.0,8979635.0,8979635.0,1.0
600,8977317.0,8983762.0,8972199.0,8976021.0,8976021.0,1.0
600,8977000.0,8977000.0,89391.0,8976021.0,8976021.0,1.0
600,8975000.0,8976100.0,8935000.0,8951000.0,8951000.0,1.0
600,8934000.0,8941000.0,8912000.0,8931351.0,8931351.0,1.0
600,8915000.0,8933000.0,8885000.0,8916000.0,8916000.0,1.0
600,8922000.0,8947000.0,8888000.0,8934000.0,8934000.0,1.0
600,8953000.0,8965000.0,8912000.0,8961000.0,8961000.0,1.0
600,8927000.0,8936000.0,8893000.0,8921351.0,8921351.0,1.0
600,8893000.0,8896000.0,8871000.0,8875000.0,8875000.0,1.0
600,8876000.0,8876000.0,8818000.0,8846000.0,8846000.0,1.0
600,8841000.0,8869000.0,8822000.0,8846000.0,8846000.0,1.0
600,8841000.0,8850000.0,8811000.0,8839000.0,8839000.0,1.0
600,8845000.0,8853000.0,8831000.0,8843000.0,8843000.0,1.0
600,8848000.0,8853000.0,8838000.0,8841000.0,8841000.0,1.0
600,8842000.0,8853000.0,8841000.0,8844000.0,8844000.0,1.0
600,8844000.0,8853000.0,8839000.0,8843000.0,8843000.0,1.0
600,8845000.0,8853000.0,8835000.0,8847000.0,8847000.0,1.0
600,8847000.0,8852000.0,8834000.0,8845000.0,8845000.0,1.0
600,8846000.0,8848000.0,8835000.0,8841000.0,8841000.0,1.0
600,8841000.0,8848000.0,8836000.0,8841000.0,8841000.0,1.0
600,8841000.0,8841000.0,8823000.0,8836000.0,8836000.0,1.0
600,8841000.0,8841000.0,8831000.0,8839000.0,8839000.0,1.0
600,8843000.0,8848000.0,8840000.0,8841000.0,8841000.0,1.0
600,8841000.0,8841000.0,8832000.0,8839000.0,8839000.0,1.0
600,8839000.0,8844000.0,8833000.0,8843000.0,8843000.0,1.0
600,8843000.0,8843000.0,8833000.0,8836000.0,8836000.0,1.0
600,8839000.0,8840000.0,8831000.0,8835000.0,8835000.0,1.0
600,8835000.0,8843000.0,8833000.0,8837000.0,8837000.0,1.0
600,8837000.0,8844000.0,8837000.0,8841000.0,8841000.0,1.0
600,8841000.0,8841000.0,8834000.0,8836000.0,8836000.0,1.0
600,8836000.0,8843000.0,8836000.0,8841000.0,8841000.0,1.0
600,8841000.0,8841000.0,8835000.0,8838000.0,8838000.0,1.0
600,8838000.0,8843000.0,8837000.0,8839655.0,8839655.0,1.0
600,8839655.0,8840000.0,8832754.0,8834859.0,8834859.0,1.0
600,8834859.0,8838235.0,8830516.0,8836834.0,8836834.0,1.0
600,8836834.0,8838853.0,8830531.0,8837857.0,8837857.0,1.0
600,8837857.0,8840000.0,8832084.0,8835958.0,8835958.0,1.0
600,8835958.0,8838846.0,8830536.0,8832678.0,8832678.0,1.0
600,8832678.0,8840000.0,8832678.0,8837330.0,8837330.0,1.0
600,8837330.0,8837330.0,8830548.0,8832539.0,8832539.0,1.0
600,8832539.0,8835251.0,8830059.0,8834858.0,8834858.0,1.0
600,8834858.0,8840330.0,8834858.0,8835628.0,8835628.0,1.0
600,8835628.0,8838841.0,8830496.0,8832178.0,8832178.0,1.0
600,8832178.0,8840157.0,8832178.0,8837314.0,8837314.0,1.0
600,8843546.0,8844730.0,8837702.0,8840341.0,8840341.0,1.0
600,8842100.0,8842100.0,8834352.0,8836753.0,8836753.0,1.0
600,8837784.0,8838139.0,8830521.0,8834358.0,8834358.0,1.0
600,8834358.0,8842000.0,8833760.0,8838241.0,8838241.0,1.0
600,8838241.0,8840100.0,8833760.0,8837237.0,8837237.0,1.0
600,8838000.0,8840000.0,8835500.0,8838799.0,8838799.0,1.0
600,8839000.0,8842000.0,8838000.0,8838999.0,8838999.0,1.0
600,8838000.0,8841000.0,8837500.0,8838500.0,8838500.0,1.0
600,8841000.0,8843000.0,8838000.0,8841000.0,8841000.0,1.0
600,8841000.0,8841000.0,8835000.0,8836449.0,8836449.0,1.0
600,8836449.0,8837500.0,8830500.0,8832100.0,8832100.0,1.0
600,8833600.0,8841000.0,8833600.0,8837799.0,8837799.0,1.0
600,8837799.0,8840000.0,8832700.0,8834419.0,8834419.0,1.0
600,8834419.0,8835100.0,8830000.0,8830394.0,8830394.0,1.0
600,8831700.0,8840000.0,8831700.0,8837330.0,8837330.0,1.0
600,8837330.0,8843651.0,8837330.0,8840959.0,8840959.0,1.0
600,8841000.0,8841000.0,8835200.0,8836800.0,8836800.0,1.0
600,8835200.0,8839751.0,8830700.0,8832600.0,8832600.0,1.0
600,8832600.0,8843500.0,8832600.0,8840500.0,8840500.0,1.0
600,8840500.0,8843200.0,8839000.0,8839999.0,8839999.0,0.0
600,8839999.0,8840999.0,8839999.0,8840310.0,8840310.0,1.0
600,8840310.0,8841000.0,8839620.0,8839650.0,8839650.0,1.0
600,8837260.0,8842000.0,8837240.0,8840100.0,8840100.0,1.0
600,8840100.0,8840500.0,8839100.0,8840351.0,8840351.0,0.0
600,8839300.0,8841000.0,8837500.0,8838800.0,8838800.0,1.0
600,8841000.0,8841000.0,8835200.0,8836644.0,8836644.0,2.0
600,8836644.0,8840100.0,8835900.0,8839300.0,8839300.0,2.0
600,8839300.0,8840900.0,8838444.0,8839581.0,8839581.0,1.0
600,8840300.0,8840600.0,8837500.0,8840237.0,8840237.0,2.0
600,8840237.0,8840400.0,8839500.0,8839800.0,8839800.0,1.0
600,8839800.0,8840300.0,8839500.0,8839600.0,8839600.0,0.0
600,8839600.0,8840300.0,8839500.0,8840234.0,8840234.0,0.0
600,8840500.0,8840600.0,8839500.0,8840437.0,8840437.0,1.0
600,8840437.0,8840437.0,8839069.0,8839394.0,8839394.0,1.0
600,8838634.0,8840000.0,8837300.0,8839191.0,8839191.0,1.0
600,8839191.0,8840949.0,8838300.0,8840353.0,8840353.0,1.0
600,8840353.0,8840638.0,8839476.0,8840043.0,8840043.0,0.0
600,8840043.0,8840638.0,8839827.0,8840001.0,8840001.0,1.0
600,8840001.0,8840638.0,8839827.0,8839829.0,8839829.0,0.0
600,8839829.0,8840000.0,8837369.0,8837795.0,8837795.0,1.0
600,8838248.0,8842000.0,8837800.0,8838673.0,8838673.0,1.0
600,8838673.0,8840100.0,8837000.0,8837997.0,8837997.0,1.0
600,8837997.0,8840957.0,8837500.0,8838828.0,8838828.0,1.0
600,8839000.0,8839338.0,8838100.0,8838758.0,8838758.0,1.0
600,8839580.0,8842976.0,8839533.0,8839823.0,8839823.0,1.0
600,8839823.0,8840000.0,8836500.0,8838100.0,8838100.0,1.0
600,8838100.0,8838500.0,8830500.0,8832300.0,8832300.0,1.0
600,8832300.0,8835300.0,8832300.0,8834300.0,8834300.0,0.0
600,8834300.0,8840900.0,8833600.0,8838400.0,8838400.0,2.0
600,8838400.0,8843300.0,8838300.0,8842300.0,8842300.0,1.0
600,8842300.0,8842400.0,8839300.0,8839700.0,8839700.0,0.0
600,8840900.0,8841700.0,8839000.0,8839600.0,8839600.0,1.0
600,8839600.0,8841100.0,8837500.0,8839100.0,8839100.0,1.0
600,8839100.0,8839400.0,8830500.0,8833500.0,8833500.0,1.0
600,8833500.0,8834100.0,8821700.0,8826800.0,8826800.0,1.0
600,8827200.0,8828300.0,8821700.0,8824300.0,8824300.0,0.9
600,8824300.0,8824300.0,8816100.0,8821600.0,8821600.0,0.9
600,8821600.0,8821600.0,8811200.0,8816400.0,8816400.0,0.0
600,8816400.0,8816400.0,8810600.0,8811700.0,8811700.0,0.0
600,8808000.0,8813200.0,8800000.0,8801800.0,8801800.0,210.0
600,8811500.0,8811500.0,8790600.0,8795500.0,8795500.0,1.0
600,8795500.0,8795500.0,8768100.0,8772200.0,8772200.0,1.0
600,8772200.0,8775100.0,8755000.0,8764900.0,8764900.0,1.0
600,8764900.0,8772200.0,8736800.0,8753500.0,8753500.0,1.0
600,8755100.0,8762900.0,8742500.0,8749600.0,8749600.0,1.0
600,8749600.0,8752100.0,8731500.0,8734500.0,8734500.0,1.0
600,8734500.0,8734600.0,8711600.0,8716800.0,8716800.0,1.0
600,8716800.0,8721100.0,8705900.0,8714700.0,8714700.0,1.0
600,8714700.0,8726500.0,8710500.0,8715300.0,8715300.0,1.0
600,8715300.0,8726500.0,8710500.0,8715700.0,8715700.0,1.0
600,8715700.0,8726500.0,8710700.0,8711800.0,8711800.0,1.0
600,8711800.0,8726500.0,8711800.0,8716800.0,8716800.0,1.0
600,8717000.0,8726800.0,8717000.0,8724600.0,8724600.0,1.0
600,8724600.0,8731800.0,8717300.0,8725400.0,8725400.0,1.0
600,8735400.0,8739500.0,8730600.0,8737700.0,8737700.0,1.0
600,8742200.0,8743900.0,8737700.0,8740900.0,8740900.0,1.0
600,8740900.0,8740900.0,8731500.0,8735200.0,8735200.0,1.0
600,8735200.0,8742400.0,8730600.0,8737100.0,8737100.0,1.0
600,8737100.0,8741300.0,8730600.0,8737700.0,8737700.0,1.0
600,8737700.0,8741300.0,8730600.0,8737700.0,8737700.0,1.0
600,8737700.0,8737700.0,8722800.0,8730500.0,8730500.0,1.0
600,8729500.0,8730900.0,8714200.0,8723400.0,8723400.0,1.0
600,8723400.0,8727600.0,8715200.0,8717300.0,8717300.0,1.0
600,8717300.0,8718500.0,8705700.0,8711600.0,8711600.0,1.0
600,8709100.0,8714400.0,8700600.0,8710500.0,8710500.0,1.0
600,8710500.0,8710500.0,8701100.0,8705400.0,8705400.0,1.0
600,8705400.0,8716200.0,8700599.0,8713200.0,8713200.0,1.0
600,8713200.0,8715500.0,8710500.0,8713100.0,8713100.0,1.0
600,8713100.0,8715500.0,8712400.0,8713800.0,8713800.0,1.0
600,8713800.0,8717100.0,8713800.0,8715900.0,8715900.0,0.0
600,8715900.0,8715900.0,8710200.0,8712500.0,8712500.0,1.0
600,8712500.0,8717300.0,8711900.0,8712300.0,8712300.0,1.0
600,8712300.0,8717300.0,8712300.0,8714200.0,8714200.0,0.0
600,8714200.0,8714200.0,8710600.0,8711500.0,8711500.0,1.0
600,8711500.0,8714100.0,8710600.0,8712100.0,8712100.0,0.0
600,8712100.0,8713000.0,8711100.0,8712500.0,8712500.0,1.0
600,8713500.0,8713600.0,8710100.0,8711200.0,8711200.0,1.0
600,8708100.0,8717100.0,8707300.0,8716800.0,8716800.0,1.0
600,8717300.0,8717600.0,8711300.0,8713100.0,8713100.0,1.0
600,8713100.0,8714800.0,8712400.0,8713900.0,8713900.0,0.9
600,8714000.0,8714800.0,8710400.0,8712000.0,8712000.0,1.0
600,8712000.0,8715100.0,8711600.0,8714200.0,8714200.0,0.0
600,8714900.0,8714900.0,8710500.0,8712100.0,8712100.0,1.0
600,8713100.0,8713100.0,8709300.0,8711100.0,8711100.0,1.0
600,8711600.0,8712400.0,8701700.0,8710500.0,8710500.0,1.0
600,8711500.0,8712500.0,8703700.0,8711110.0,8711110.0,1.0
600,8711900.0,8715000.0,8711900.0,8713200.0,8713200.0,0.0
600,8713200.0,8713200.0,8712100.0,8712100.0,8712100.0,0.0
600,8712100.0,8712100.0,8710100.0,8711500.0,8711500.0,0.0
600,8711500.0,8711600.0,8700800.0,8711175.0,8711175.0,1.0
600,8711175.0,8711175.0,8701200.0,8705100.0,8705100.0,1.0
600,8711300.0,8711300.0,8701700.0,8710400.0,8710400.0,1.0
600,8710400.0,8710400.0,8700100.0,8710075.0,8710075.0,0.0
600,8710075.0,8710075.0,8700600.0,8710000.0,8710000.0,0.0
600,8710000.0,8710000.0,8700100.0,8710000.0,8710000.0,1.0
600,8705900.0,8725500.0,8705900.0,8718100.0,8718100.0,2.0
